permutation|time
(4, 2, 1, 3, 0)|0:00:23.162000
(4, 2, 1, 3, 0)|0:00:23.173000
(4, 2, 1, 3, 0)|0:00:23.230000
(4, 2, 1, 3, 0)|0:00:23.004999
(4, 2, 1, 3, 0)|0:00:23.060001
(4, 2, 3, 0, 1)|0:00:18.364000
(4, 2, 3, 0, 1)|0:00:18.387999
(4, 2, 3, 0, 1)|0:00:18.390001
(4, 2, 3, 0, 1)|0:00:18.509115
(4, 2, 3, 0, 1)|0:00:18.339001
(4, 2, 3, 0, 1)|0:00:18.193021
(4, 2, 3, 0, 1)|0:00:18.277001
(4, 2, 3, 0, 1)|0:00:18.107558
(4, 2, 3, 0, 1)|0:00:18.144000
(4, 2, 3, 0, 1)|0:00:18.190000
(4, 2, 3, 0, 1)|0:00:18.081000
(4, 2, 3, 0, 1)|0:00:18.064000
(4, 2, 3, 0, 1)|0:00:18.123016
(4, 2, 3, 0, 1)|0:00:18.087999
(4, 2, 3, 0, 1)|0:00:18.013025
(4, 2, 3, 0, 1)|0:00:18.098999
(4, 2, 3, 0, 1)|0:00:18.127021
(4, 2, 3, 0, 1)|0:00:18.066512
(4, 2, 3, 0, 1)|0:00:18.009001
(4, 2, 3, 0, 1)|0:00:18.043001
(4, 2, 3, 1, 0)|0:00:23.083000
(4, 2, 3, 1, 0)|0:00:23.020000
(4, 2, 3, 1, 0)|0:00:23.002000
(4, 2, 3, 1, 0)|0:00:22.993001
(4, 2, 3, 1, 0)|0:00:23.028999
(4, 2, 3, 1, 0)|0:00:22.965001
(4, 2, 3, 1, 0)|0:00:23.018002
(4, 2, 3, 1, 0)|0:00:23.043111
(4, 2, 3, 1, 0)|0:00:23.098000
(4, 2, 3, 1, 0)|0:00:23.164114
(4, 2, 3, 1, 0)|0:00:23.156000
(4, 2, 3, 1, 0)|0:00:23.257039
(4, 2, 3, 1, 0)|0:00:23.375999
(4, 2, 3, 1, 0)|0:00:23.350148
(4, 2, 3, 1, 0)|0:00:23.957030
(4, 2, 3, 1, 0)|0:00:23.500549
(4, 2, 3, 1, 0)|0:00:23.472001
(4, 2, 3, 1, 0)|0:00:23.538539
(4, 2, 3, 1, 0)|0:00:23.523999
(4, 2, 3, 1, 0)|0:00:23.541000
(4, 3, 0, 1, 2)|0:00:19.495000
(4, 3, 0, 1, 2)|0:00:19.503672
(4, 3, 0, 1, 2)|0:00:19.626000
(4, 3, 0, 1, 2)|0:00:19.590001
(4, 3, 0, 1, 2)|0:00:19.536001
(4, 3, 0, 1, 2)|0:00:19.721983
(4, 3, 0, 1, 2)|0:00:19.721000
(4, 3, 0, 1, 2)|0:00:19.657000
(4, 3, 0, 1, 2)|0:00:19.673999
(4, 3, 0, 1, 2)|0:00:19.558000
(4, 3, 0, 1, 2)|0:00:19.592171
(4, 3, 0, 1, 2)|0:00:19.667098
(4, 3, 0, 1, 2)|0:00:19.604001
(4, 3, 0, 1, 2)|0:00:19.599999
(4, 3, 0, 1, 2)|0:00:19.674000
(4, 3, 0, 1, 2)|0:00:19.806091
(4, 3, 0, 1, 2)|0:00:19.667021
(4, 3, 0, 1, 2)|0:00:19.691000
(4, 3, 0, 1, 2)|0:00:19.623998
(4, 3, 0, 1, 2)|0:00:19.641002
(4, 3, 0, 2, 1)|0:00:19.737000
(4, 3, 0, 2, 1)|0:00:19.647998
(4, 3, 0, 2, 1)|0:00:19.640001
(4, 3, 0, 2, 1)|0:00:19.651999
(4, 3, 0, 2, 1)|0:00:19.714001
(4, 3, 0, 2, 1)|0:00:19.584000
(4, 3, 0, 2, 1)|0:00:19.681001
(4, 3, 0, 2, 1)|0:00:19.625001
(4, 3, 0, 2, 1)|0:00:19.775000
(4, 3, 0, 2, 1)|0:00:19.763999
(4, 3, 0, 2, 1)|0:00:19.664000
(4, 3, 0, 2, 1)|0:00:19.679998
(4, 3, 0, 2, 1)|0:00:19.705510
(4, 3, 0, 2, 1)|0:00:19.751001
(4, 3, 0, 2, 1)|0:00:19.749000
(4, 3, 0, 2, 1)|0:00:19.731000
(4, 3, 0, 2, 1)|0:00:19.694999
(4, 3, 0, 2, 1)|0:00:19.728000
(4, 3, 0, 2, 1)|0:00:19.744000
(4, 3, 0, 2, 1)|0:00:19.780999
(4, 3, 1, 0, 2)|0:00:24.698999
(4, 3, 1, 0, 2)|0:00:25.151000
(4, 3, 1, 0, 2)|0:00:24.748001
(4, 3, 1, 0, 2)|0:00:24.731001
(4, 3, 1, 0, 2)|0:00:24.841000
(4, 3, 1, 0, 2)|0:00:24.706000
(4, 3, 1, 0, 2)|0:00:24.750000
(4, 3, 1, 0, 2)|0:00:24.662999
(4, 3, 1, 0, 2)|0:00:24.967000
(4, 3, 1, 0, 2)|0:00:24.709999
(4, 3, 1, 0, 2)|0:00:24.720155
(4, 3, 1, 0, 2)|0:00:24.797999
(4, 3, 1, 0, 2)|0:00:24.801000
(4, 3, 1, 0, 2)|0:00:24.883001
(4, 3, 1, 0, 2)|0:00:24.870000
(4, 3, 1, 0, 2)|0:00:24.964111
(4, 3, 1, 0, 2)|0:00:24.645180
(4, 3, 1, 0, 2)|0:00:24.522003
(4, 3, 1, 0, 2)|0:00:24.596549
(4, 3, 1, 0, 2)|0:00:24.365048
(4, 3, 1, 2, 0)|0:00:23.386001
(4, 3, 1, 2, 0)|0:00:23.247108
(4, 3, 1, 2, 0)|0:00:23.272000
(4, 3, 1, 2, 0)|0:00:23.247000
(4, 3, 1, 2, 0)|0:00:23.224999
(4, 3, 1, 2, 0)|0:00:23.357024
(4, 3, 1, 2, 0)|0:00:23.143094
(4, 3, 1, 2, 0)|0:00:23.287999
(4, 3, 1, 2, 0)|0:00:23.225001
(4, 3, 1, 2, 0)|0:00:23.109999
(4, 3, 1, 2, 0)|0:00:27.186001
(4, 3, 1, 2, 0)|0:00:23.295391
(4, 3, 1, 2, 0)|0:00:23.109001
(4, 3, 1, 2, 0)|0:00:23.142000
(4, 3, 1, 2, 0)|0:00:23.151000
(4, 3, 1, 2, 0)|0:00:23.180000
(4, 3, 1, 2, 0)|0:00:23.159001
(4, 3, 1, 2, 0)|0:00:23.075000
(4, 3, 1, 2, 0)|0:00:23.145000
(4, 3, 1, 2, 0)|0:00:23.058000
(4, 3, 2, 0, 1)|0:00:18.057000
(4, 3, 2, 0, 1)|0:00:18.379999
(4, 3, 2, 0, 1)|0:00:18.133999
(4, 3, 2, 0, 1)|0:00:18.113023
(4, 3, 2, 0, 1)|0:00:18.077001
(4, 3, 2, 0, 1)|0:00:18.119903
(4, 3, 2, 0, 1)|0:00:18.080000
(4, 3, 2, 0, 1)|0:00:18.235001
(4, 3, 2, 0, 1)|0:00:18.108000
(4, 3, 2, 0, 1)|0:00:18.007001
(4, 3, 2, 0, 1)|0:00:18.033001
(4, 3, 2, 0, 1)|0:00:18.036998
(4, 3, 2, 0, 1)|0:00:17.996000
(4, 3, 2, 0, 1)|0:00:17.978000
(4, 3, 2, 0, 1)|0:00:18.054000
(4, 3, 2, 0, 1)|0:00:17.943000
(4, 3, 2, 0, 1)|0:00:17.942104
(4, 3, 2, 0, 1)|0:00:18.026000
(4, 3, 2, 0, 1)|0:00:17.981000
(4, 3, 2, 0, 1)|0:00:17.958002
(4, 3, 2, 1, 0)|0:00:23.093000
(4, 3, 2, 1, 0)|0:00:23.070251
(4, 3, 2, 1, 0)|0:00:23.113009
(4, 3, 2, 1, 0)|0:00:23.108000
(4, 3, 2, 1, 0)|0:00:23.020028
(4, 3, 2, 1, 0)|0:00:23.007986
(4, 3, 2, 1, 0)|0:00:23.040014
(4, 3, 2, 1, 0)|0:00:22.984001
(4, 3, 2, 1, 0)|0:00:23.010000
(4, 3, 2, 1, 0)|0:00:22.966000
(4, 3, 2, 1, 0)|0:00:22.956000
(4, 3, 2, 1, 0)|0:00:22.990550
(4, 3, 2, 1, 0)|0:00:22.950001
(4, 3, 2, 1, 0)|0:00:22.944999
(4, 3, 2, 1, 0)|0:00:22.986000
(4, 3, 2, 1, 0)|0:00:22.977000
(4, 3, 2, 1, 0)|0:00:22.993001
(4, 3, 2, 1, 0)|0:00:22.964003
(4, 3, 2, 1, 0)|0:00:23.052001
(4, 3, 2, 1, 0)|0:00:22.938000
